"schoolyear","leacode","leaname","experiencebin","teachercount","teachertotalcount"
"2021-22","20404","Goldendale School District","30.0 - 34.9","1","159"
"2021-22","20404","Goldendale School District","35.0 - 39.9","2","159"
"2021-22","20404","Goldendale School District","40.0 - 44.9","0","159"
"2021-22","20404","Goldendale School District","45.0 - 49.9","0","159"
"2021-22","20404","Goldendale School District","50.0 - 54.9","0","159"
"2021-22","20404","Goldendale School District","55.0 - 59.9","0","159"
"2021-22","20404","Goldendale School District","Not Reported","29","159"
"2021-22","13301","Grand Coulee Dam School District","0.0 - 4.9","20","50"
"2021-22","13301","Grand Coulee Dam School District","5.0 - 9.9","7","50"
"2021-22","13301","Grand Coulee Dam School District","10.0 - 14.9","2","50"
"2021-22","13301","Grand Coulee Dam School District","15.0 - 19.9","11","50"
"2021-22","13301","Grand Coulee Dam School District","20.0 - 24.9","7","50"
"2021-22","13301","Grand Coulee Dam School District","25.0 - 29.9","2","50"
"2021-22","13301","Grand Coulee Dam School District","30.0 - 34.9","0","50"
"2021-22","13301","Grand Coulee Dam School District","35.0 - 39.9","1","50"
"2021-22","13301","Grand Coulee Dam School District","40.0 - 44.9","0","50"
"2021-22","13301","Grand Coulee Dam School District","45.0 - 49.9","0","50"
"2021-22","13301","Grand Coulee Dam School District","50.0 - 54.9","0","50"
"2021-22","13301","Grand Coulee Dam School District","55.0 - 59.9","0","50"
"2021-22","13301","Grand Coulee Dam School District","Not Reported","0","50"
"2021-22","39200","Grandview School District","0.0 - 4.9","73","215"
"2021-22","39200","Grandview School District","5.0 - 9.9","50","215"
"2021-22","39200","Grandview School District","10.0 - 14.9","28","215"
"2021-22","39200","Grandview School District","15.0 - 19.9","28","215"
"2021-22","39200","Grandview School District","20.0 - 24.9","7","215"
"2021-22","39200","Grandview School District","25.0 - 29.9","11","215"
"2021-22","39200","Grandview School District","30.0 - 34.9","9","215"
"2021-22","39200","Grandview School District","35.0 - 39.9","3","215"
"2021-22","39200","Grandview School District","40.0 - 44.9","0","215"
"2021-22","39200","Grandview School District","45.0 - 49.9","1","215"
"2021-22","39200","Grandview School District","50.0 - 54.9","0","215"
"2021-22","39200","Grandview School District","55.0 - 59.9","0","215"
"2021-22","39200","Grandview School District","Not Reported","5","215"
"2021-22","39204","Granger School District","0.0 - 4.9","25","90"
"2021-22","39204","Granger School District","5.0 - 9.9","16","90"
"2021-22","39204","Granger School District","10.0 - 14.9","12","90"
"2021-22","39204","Granger School District","15.0 - 19.9","10","90"
"2021-22","39204","Granger School District","20.0 - 24.9","10","90"
"2021-22","39204","Granger School District","25.0 - 29.9","8","90"
"2021-22","39204","Granger School District","30.0 - 34.9","7","90"
"2021-22","39204","Granger School District","35.0 - 39.9","2","90"
"2021-22","39204","Granger School District","40.0 - 44.9","0","90"
"2021-22","39204","Granger School District","45.0 - 49.9","0","90"
"2021-22","39204","Granger School District","50.0 - 54.9","0","90"
"2021-22","39204","Granger School District","55.0 - 59.9","0","90"
"2021-22","39204","Granger School District","Not Reported","0","90"
"2021-22","31332","Granite Falls School District","0.0 - 4.9","48","142"
"2021-22","31332","Granite Falls School District","5.0 - 9.9","27","142"
"2021-22","31332","Granite Falls School District","10.0 - 14.9","15","142"
"2021-22","31332","Granite Falls School District","15.0 - 19.9","16","142"
"2021-22","31332","Granite Falls School District","20.0 - 24.9","13","142"
"2021-22","31332","Granite Falls School District","25.0 - 29.9","7","142"
"2021-22","31332","Granite Falls School District","30.0 - 34.9","3","142"
"2021-22","31332","Granite Falls School District","35.0 - 39.9","4","142"
"2021-22","31332","Granite Falls School District","40.0 - 44.9","0","142"
"2021-22","31332","Granite Falls School District","45.0 - 49.9","0","142"
"2021-22","31332","Granite Falls School District","50.0 - 54.9","0","142"
"2021-22","31332","Granite Falls School District","55.0 - 59.9","0","142"
"2021-22","31332","Granite Falls School District","Not Reported","9","142"
"2021-22","23054","Grapeview School District","0.0 - 4.9","4","18"
"2021-22","23054","Grapeview School District","5.0 - 9.9","5","18"
"2021-22","23054","Grapeview School District","10.0 - 14.9","3","18"
"2021-22","23054","Grapeview School District","15.0 - 19.9","3","18"
"2021-22","23054","Grapeview School District","20.0 - 24.9","1","18"
"2021-22","23054","Grapeview School District","25.0 - 29.9","1","18"
"2021-22","23054","Grapeview School District","30.0 - 34.9","0","18"
"2021-22","23054","Grapeview School District","35.0 - 39.9","1","18"
"2021-22","23054","Grapeview School District","40.0 - 44.9","0","18"
"2021-22","23054","Grapeview School District","45.0 - 49.9","0","18"
"2021-22","23054","Grapeview School District","50.0 - 54.9","0","18"
"2021-22","23054","Grapeview School District","55.0 - 59.9","0","18"
"2021-22","23054","Grapeview School District","Not Reported","0","18"
"2021-22","32312","Great Northern School District","0.0 - 4.9","3","7"
"2021-22","32312","Great Northern School District","5.0 - 9.9","1","7"
"2021-22","32312","Great Northern School District","10.0 - 14.9","1","7"
"2021-22","32312","Great Northern School District","15.0 - 19.9","1","7"
"2021-22","32312","Great Northern School District","20.0 - 24.9","0","7"
"2021-22","32312","Great Northern School District","25.0 - 29.9","0","7"
"2021-22","32312","Great Northern School District","30.0 - 34.9","0","7"
"2021-22","32312","Great Northern School District","35.0 - 39.9","0","7"
"2021-22","32312","Great Northern School District","40.0 - 44.9","0","7"
"2021-22","32312","Great Northern School District","45.0 - 49.9","0","7"
"2021-22","32312","Great Northern School District","50.0 - 54.9","0","7"
"2021-22","32312","Great Northern School District","55.0 - 59.9","0","7"
"2021-22","32312","Great Northern School District","Not Reported","1","7"
"2021-22","06103","Green Mountain School District","0.0 - 4.9","5","11"
"2021-22","06103","Green Mountain School District","5.0 - 9.9","2","11"
"2021-22","06103","Green Mountain School District","10.0 - 14.9","2","11"
"2021-22","06103","Green Mountain School District","15.0 - 19.9","2","11"
"2021-22","06103","Green Mountain School District","20.0 - 24.9","0","11"
"2021-22","06103","Green Mountain School District","25.0 - 29.9","0","11"
"2021-22","06103","Green Mountain School District","30.0 - 34.9","0","11"
"2021-22","06103","Green Mountain School District","35.0 - 39.9","0","11"
"2021-22","06103","Green Mountain School District","40.0 - 44.9","0","11"
"2021-22","06103","Green Mountain School District","45.0 - 49.9","0","11"
"2021-22","06103","Green Mountain School District","50.0 - 54.9","0","11"
"2021-22","06103","Green Mountain School District","55.0 - 59.9","0","11"
"2021-22","06103","Green Mountain School District","Not Reported","0","11"
"2021-22","34324","Griffin School District","0.0 - 4.9","9","54"
"2021-22","34324","Griffin School District","5.0 - 9.9","6","54"
"2021-22","34324","Griffin School District","10.0 - 14.9","6","54"
"2021-22","34324","Griffin School District","15.0 - 19.9","6","54"
"2021-22","34324","Griffin School District","20.0 - 24.9","6","54"
"2021-22","34324","Griffin School District","25.0 - 29.9","4","54"
"2021-22","34324","Griffin School District","30.0 - 34.9","4","54"
"2021-22","34324","Griffin School District","35.0 - 39.9","0","54"
"2021-22","34324","Griffin School District","40.0 - 44.9","0","54"
"2021-22","34324","Griffin School District","45.0 - 49.9","0","54"
"2021-22","34324","Griffin School District","50.0 - 54.9","0","54"
"2021-22","34324","Griffin School District","55.0 - 59.9","0","54"
"2021-22","34324","Griffin School District","Not Reported","13","54"
"2021-22","22204","Harrington School District","0.0 - 4.9","4","14"
"2021-22","22204","Harrington School District","5.0 - 9.9","1","14"
"2021-22","22204","Harrington School District","10.0 - 14.9","2","14"
"2021-22","22204","Harrington School District","15.0 - 19.9","1","14"
"2021-22","22204","Harrington School District","20.0 - 24.9","2","14"
"2021-22","22204","Harrington School District","25.0 - 29.9","3","14"
"2021-22","22204","Harrington School District","30.0 - 34.9","0","14"
"2021-22","22204","Harrington School District","35.0 - 39.9","1","14"
"2021-22","22204","Harrington School District","40.0 - 44.9","0","14"
"2021-22","22204","Harrington School District","45.0 - 49.9","0","14"
"2021-22","22204","Harrington School District","50.0 - 54.9","0","14"
"2021-22","22204","Harrington School District","55.0 - 59.9","0","14"
"2021-22","22204","Harrington School District","Not Reported","0","14"
"2021-22","39203","Highland School District","0.0 - 4.9","17","90"
"2021-22","39203","Highland School District","5.0 - 9.9","13","90"
"2021-22","39203","Highland School District","10.0 - 14.9","8","90"
"2021-22","39203","Highland School District","15.0 - 19.9","7","90"
"2021-22","39203","Highland School District","20.0 - 24.9","10","90"
"2021-22","39203","Highland School District","25.0 - 29.9","5","90"
"2021-22","39203","Highland School District","30.0 - 34.9","1","90"
"2021-22","39203","Highland School District","35.0 - 39.9","1","90"
"2021-22","39203","Highland School District","40.0 - 44.9","0","90"
"2021-22","39203","Highland School District","45.0 - 49.9","0","90"
"2021-22","39203","Highland School District","50.0 - 54.9","0","90"
"2021-22","39203","Highland School District","55.0 - 59.9","0","90"
"2021-22","39203","Highland School District","Not Reported","28","90"
"2021-22","17401","Highline School District","0.0 - 4.9","322","1161"
"2021-22","17401","Highline School District","5.0 - 9.9","284","1161"
"2021-22","17401","Highline School District","10.0 - 14.9","149","1161"
"2021-22","17401","Highline School District","15.0 - 19.9","111","1161"
"2021-22","17401","Highline School District","20.0 - 24.9","89","1161"
"2021-22","17401","Highline School District","25.0 - 29.9","60","1161"
"2021-22","17401","Highline School District","30.0 - 34.9","32","1161"
"2021-22","17401","Highline School District","35.0 - 39.9","9","1161"
"2021-22","17401","Highline School District","40.0 - 44.9","5","1161"
"2021-22","17401","Highline School District","45.0 - 49.9","0","1161"
"2021-22","17401","Highline School District","50.0 - 54.9","0","1161"
"2021-22","17401","Highline School District","55.0 - 59.9","0","1161"
"2021-22","17401","Highline School District","Not Reported","100","1161"
"2021-22","06098","Hockinson School District","0.0 - 4.9","21","115"
"2021-22","06098","Hockinson School District","5.0 - 9.9","23","115"
"2021-22","06098","Hockinson School District","10.0 - 14.9","20","115"
"2021-22","06098","Hockinson School District","15.0 - 19.9","22","115"
"2021-22","06098","Hockinson School District","20.0 - 24.9","10","115"
"2021-22","06098","Hockinson School District","25.0 - 29.9","6","115"
"2021-22","06098","Hockinson School District","30.0 - 34.9","3","115"
"2021-22","06098","Hockinson School District","35.0 - 39.9","2","115"
"2021-22","06098","Hockinson School District","40.0 - 44.9","0","115"
"2021-22","06098","Hockinson School District","45.0 - 49.9","0","115"
"2021-22","06098","Hockinson School District","50.0 - 54.9","0","115"
"2021-22","06098","Hockinson School District","55.0 - 59.9","0","115"
"2021-22","06098","Hockinson School District","Not Reported","8","115"
"2021-22","23404","Hood Canal School District","0.0 - 4.9","11","26"
"2021-22","23404","Hood Canal School District","5.0 - 9.9","5","26"
"2021-22","23404","Hood Canal School District","10.0 - 14.9","3","26"
"2021-22","23404","Hood Canal School District","15.0 - 19.9","2","26"
"2021-22","23404","Hood Canal School District","20.0 - 24.9","1","26"
"2021-22","23404","Hood Canal School District","25.0 - 29.9","0","26"
"2021-22","23404","Hood Canal School District","30.0 - 34.9","1","26"
"2021-22","23404","Hood Canal School District","35.0 - 39.9","1","26"
"2021-22","23404","Hood Canal School District","40.0 - 44.9","0","26"
"2021-22","23404","Hood Canal School District","45.0 - 49.9","0","26"
"2021-22","23404","Hood Canal School District","50.0 - 54.9","0","26"
"2021-22","23404","Hood Canal School District","55.0 - 59.9","0","26"
"2021-22","23404","Hood Canal School District","Not Reported","2","26"
"2021-22","14028","Hoquiam School District","0.0 - 4.9","22","101"
"2021-22","14028","Hoquiam School District","5.0 - 9.9","24","101"
"2021-22","14028","Hoquiam School District","10.0 - 14.9","13","101"
"2021-22","14028","Hoquiam School District","15.0 - 19.9","10","101"
"2021-22","14028","Hoquiam School District","20.0 - 24.9","8","101"
"2021-22","14028","Hoquiam School District","25.0 - 29.9","16","101"
"2021-22","14028","Hoquiam School District","30.0 - 34.9","4","101"
"2021-22","14028","Hoquiam School District","35.0 - 39.9","1","101"
"2021-22","14028","Hoquiam School District","40.0 - 44.9","0","101"
"2021-22","14028","Hoquiam School District","45.0 - 49.9","0","101"
"2021-22","14028","Hoquiam School District","50.0 - 54.9","1","101"
"2021-22","14028","Hoquiam School District","55.0 - 59.9","0","101"
"2021-22","14028","Hoquiam School District","Not Reported","2","101"
"2021-22","27902","Impact | Commencement Bay Elementary","0.0 - 4.9","21","24"
"2021-22","27902","Impact | Commencement Bay Elementary","5.0 - 9.9","1","24"
"2021-22","27902","Impact | Commencement Bay Elementary","10.0 - 14.9","1","24"
"2021-22","27902","Impact | Commencement Bay Elementary","15.0 - 19.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","20.0 - 24.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","25.0 - 29.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","30.0 - 34.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","35.0 - 39.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","40.0 - 44.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","45.0 - 49.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","50.0 - 54.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","55.0 - 59.9","0","24"
"2021-22","27902","Impact | Commencement Bay Elementary","Not Reported","1","24"
"2021-22","17911","Impact | Puget Sound Elementary","0.0 - 4.9","45","51"
"2021-22","17911","Impact | Puget Sound Elementary","5.0 - 9.9","1","51"
"2021-22","17911","Impact | Puget Sound Elementary","10.0 - 14.9","1","51"
"2021-22","17911","Impact | Puget Sound Elementary","15.0 - 19.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","20.0 - 24.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","25.0 - 29.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","30.0 - 34.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","35.0 - 39.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","40.0 - 44.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","45.0 - 49.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","50.0 - 54.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","55.0 - 59.9","0","51"
"2021-22","17911","Impact | Puget Sound Elementary","Not Reported","4","51"
"2021-22","17916","Impact | Salish Sea Elementary","0.0 - 4.9","25","28"
"2021-22","17916","Impact | Salish Sea Elementary","5.0 - 9.9","2","28"
"2021-22","17916","Impact | Salish Sea Elementary","10.0 - 14.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","15.0 - 19.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","20.0 - 24.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","25.0 - 29.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","30.0 - 34.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","35.0 - 39.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","40.0 - 44.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","45.0 - 49.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","50.0 - 54.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","55.0 - 59.9","0","28"
"2021-22","17916","Impact | Salish Sea Elementary","Not Reported","1","28"
"2021-22","10070","Inchelium School District","0.0 - 4.9","7","21"
"2021-22","10070","Inchelium School District","5.0 - 9.9","4","21"
"2021-22","10070","Inchelium School District","10.0 - 14.9","0","21"
"2021-22","10070","Inchelium School District","15.0 - 19.9","2","21"
"2021-22","10070","Inchelium School District","20.0 - 24.9","2","21"
"2021-22","10070","Inchelium School District","25.0 - 29.9","3","21"
"2021-22","10070","Inchelium School District","30.0 - 34.9","0","21"
"2021-22","10070","Inchelium School District","35.0 - 39.9","0","21"
"2021-22","10070","Inchelium School District","40.0 - 44.9","0","21"
"2021-22","10070","Inchelium School District","45.0 - 49.9","0","21"
"2021-22","10070","Inchelium School District","50.0 - 54.9","0","21"
"2021-22","10070","Inchelium School District","55.0 - 59.9","0","21"
"2021-22","10070","Inchelium School District","Not Reported","3","21"
"2021-22","31063","Index Elementary School District 63","0.0 - 4.9","0","4"
"2021-22","31063","Index Elementary School District 63","5.0 - 9.9","0","4"
"2021-22","31063","Index Elementary School District 63","10.0 - 14.9","0","4"
"2021-22","31063","Index Elementary School District 63","15.0 - 19.9","1","4"
"2021-22","31063","Index Elementary School District 63","20.0 - 24.9","0","4"
"2021-22","31063","Index Elementary School District 63","25.0 - 29.9","1","4"
"2021-22","31063","Index Elementary School District 63","30.0 - 34.9","0","4"
"2021-22","31063","Index Elementary School District 63","35.0 - 39.9","1","4"
"2021-22","31063","Index Elementary School District 63","40.0 - 44.9","0","4"
"2021-22","31063","Index Elementary School District 63","45.0 - 49.9","0","4"
"2021-22","31063","Index Elementary School District 63","50.0 - 54.9","0","4"
"2021-22","31063","Index Elementary School District 63","55.0 - 59.9","0","4"
"2021-22","31063","Index Elementary School District 63","Not Reported","1","4"
"2021-22","37902","Intergenerational High School","0.0 - 4.9","2","8"
"2021-22","37902","Intergenerational High School","5.0 - 9.9","2","8"
"2021-22","37902","Intergenerational High School","10.0 - 14.9","1","8"
"2021-22","37902","Intergenerational High School","15.0 - 19.9","2","8"
"2021-22","37902","Intergenerational High School","20.0 - 24.9","1","8"
"2021-22","37902","Intergenerational High School","25.0 - 29.9","0","8"
"2021-22","37902","Intergenerational High School","30.0 - 34.9","0","8"
"2021-22","37902","Intergenerational High School","35.0 - 39.9","0","8"
"2021-22","37902","Intergenerational High School","40.0 - 44.9","0","8"
"2021-22","37902","Intergenerational High School","45.0 - 49.9","0","8"
"2021-22","37902","Intergenerational High School","50.0 - 54.9","0","8"
"2021-22","37902","Intergenerational High School","55.0 - 59.9","0","8"
"2021-22","37902","Intergenerational High School","Not Reported","0","8"
"2021-22","17411","Issaquah School District","0.0 - 4.9","228","1263"
"2021-22","17411","Issaquah School District","5.0 - 9.9","310","1263"
"2021-22","17411","Issaquah School District","10.0 - 14.9","191","1263"
"2021-22","17411","Issaquah School District","15.0 - 19.9","181","1263"
"2021-22","17411","Issaquah School District","20.0 - 24.9","113","1263"
"2021-22","17411","Issaquah School District","25.0 - 29.9","60","1263"
"2021-22","17411","Issaquah School District","30.0 - 34.9","24","1263"
"2021-22","17411","Issaquah School District","35.0 - 39.9","14","1263"
"2021-22","17411","Issaquah School District","40.0 - 44.9","2","1263"
"2021-22","17411","Issaquah School District","45.0 - 49.9","0","1263"
"2021-22","17411","Issaquah School District","50.0 - 54.9","0","1263"
"2021-22","17411","Issaquah School District","55.0 - 59.9","0","1263"
"2021-22","17411","Issaquah School District","Not Reported","140","1263"
"2021-22","11056","Kahlotus School District","0.0 - 4.9","1","11"
"2021-22","11056","Kahlotus School District","5.0 - 9.9","3","11"
"2021-22","11056","Kahlotus School District","10.0 - 14.9","1","11"
"2021-22","11056","Kahlotus School District","15.0 - 19.9","2","11"
"2021-22","11056","Kahlotus School District","20.0 - 24.9","2","11"
"2021-22","11056","Kahlotus School District","25.0 - 29.9","0","11"
"2021-22","11056","Kahlotus School District","30.0 - 34.9","1","11"
"2021-22","11056","Kahlotus School District","35.0 - 39.9","0","11"
"2021-22","11056","Kahlotus School District","40.0 - 44.9","0","11"
"2021-22","11056","Kahlotus School District","45.0 - 49.9","0","11"
"2021-22","11056","Kahlotus School District","50.0 - 54.9","0","11"
"2021-22","11056","Kahlotus School District","55.0 - 59.9","0","11"
"2021-22","11056","Kahlotus School District","Not Reported","1","11"
"2021-22","08402","Kalama School District","0.0 - 4.9","16","65"
"2021-22","08402","Kalama School District","5.0 - 9.9","14","65"
"2021-22","08402","Kalama School District","10.0 - 14.9","6","65"
"2021-22","08402","Kalama School District","15.0 - 19.9","7","65"
"2021-22","08402","Kalama School District","20.0 - 24.9","9","65"
"2021-22","08402","Kalama School District","25.0 - 29.9","5","65"
"2021-22","08402","Kalama School District","30.0 - 34.9","3","65"
"2021-22","08402","Kalama School District","35.0 - 39.9","0","65"
"2021-22","08402","Kalama School District","40.0 - 44.9","0","65"
"2021-22","08402","Kalama School District","45.0 - 49.9","0","65"
"2021-22","08402","Kalama School District","50.0 - 54.9","0","65"
"2021-22","08402","Kalama School District","55.0 - 59.9","0","65"
"2021-22","08402","Kalama School District","Not Reported","5","65"
"2021-22","10003","Keller School District","0.0 - 4.9","0","3"
"2021-22","10003","Keller School District","5.0 - 9.9","1","3"
"2021-22","10003","Keller School District","10.0 - 14.9","0","3"
"2021-22","10003","Keller School District","15.0 - 19.9","2","3"
"2021-22","10003","Keller School District","20.0 - 24.9","0","3"
"2021-22","10003","Keller School District","25.0 - 29.9","0","3"
"2021-22","10003","Keller School District","30.0 - 34.9","0","3"
"2021-22","10003","Keller School District","35.0 - 39.9","0","3"
"2021-22","10003","Keller School District","40.0 - 44.9","0","3"
"2021-22","10003","Keller School District","45.0 - 49.9","0","3"
"2021-22","10003","Keller School District","50.0 - 54.9","0","3"
"2021-22","10003","Keller School District","55.0 - 59.9","0","3"
"2021-22","10003","Keller School District","Not Reported","0","3"
"2021-22","08458","Kelso School District","0.0 - 4.9","77","301"
"2021-22","08458","Kelso School District","5.0 - 9.9","59","301"
"2021-22","08458","Kelso School District","10.0 - 14.9","30","301"
"2021-22","08458","Kelso School District","15.0 - 19.9","48","301"
"2021-22","08458","Kelso School District","20.0 - 24.9","29","301"
"2021-22","08458","Kelso School District","25.0 - 29.9","19","301"
"2021-22","08458","Kelso School District","30.0 - 34.9","14","301"
"2021-22","08458","Kelso School District","35.0 - 39.9","2","301"
"2021-22","08458","Kelso School District","40.0 - 44.9","0","301"
"2021-22","08458","Kelso School District","45.0 - 49.9","0","301"
"2021-22","08458","Kelso School District","50.0 - 54.9","0","301"
"2021-22","08458","Kelso School District","55.0 - 59.9","0","301"
"2021-22","08458","Kelso School District","Not Reported","23","301"
"2021-22","03017","Kennewick School District","0.0 - 4.9","222","1109"
"2021-22","03017","Kennewick School District","5.0 - 9.9","271","1109"
"2021-22","03017","Kennewick School District","10.0 - 14.9","162","1109"
"2021-22","03017","Kennewick School District","15.0 - 19.9","140","1109"
"2021-22","03017","Kennewick School District","20.0 - 24.9","109","1109"
"2021-22","03017","Kennewick School District","25.0 - 29.9","82","1109"
"2021-22","03017","Kennewick School District","30.0 - 34.9","40","1109"
"2021-22","03017","Kennewick School District","35.0 - 39.9","16","1109"
"2021-22","03017","Kennewick School District","40.0 - 44.9","1","1109"
"2021-22","03017","Kennewick School District","45.0 - 49.9","0","1109"
"2021-22","03017","Kennewick School District","50.0 - 54.9","0","1109"
"2021-22","03017","Kennewick School District","55.0 - 59.9","0","1109"
"2021-22","03017","Kennewick School District","Not Reported","66","1109"
"2021-22","17415","Kent School District","0.0 - 4.9","491","1614"
"2021-22","17415","Kent School District","5.0 - 9.9","347","1614"
"2021-22","17415","Kent School District","10.0 - 14.9","204","1614"
"2021-22","17415","Kent School District","15.0 - 19.9","199","1614"
"2021-22","17415","Kent School District","20.0 - 24.9","165","1614"
"2021-22","17415","Kent School District","25.0 - 29.9","85","1614"
"2021-22","17415","Kent School District","30.0 - 34.9","53","1614"
"2021-22","17415","Kent School District","35.0 - 39.9","26","1614"
"2021-22","17415","Kent School District","40.0 - 44.9","2","1614"
"2021-22","17415","Kent School District","45.0 - 49.9","1","1614"
"2021-22","17415","Kent School District","50.0 - 54.9","0","1614"
"2021-22","17415","Kent School District","55.0 - 59.9","0","1614"
"2021-22","17415","Kent School District","Not Reported","41","1614"
"2021-22","33212","Kettle Falls School District","0.0 - 4.9","11","66"
"2021-22","33212","Kettle Falls School District","5.0 - 9.9","15","66"
"2021-22","33212","Kettle Falls School District","10.0 - 14.9","8","66"
"2021-22","33212","Kettle Falls School District","15.0 - 19.9","11","66"
"2021-22","33212","Kettle Falls School District","20.0 - 24.9","8","66"
"2021-22","33212","Kettle Falls School District","25.0 - 29.9","5","66"
"2021-22","33212","Kettle Falls School District","30.0 - 34.9","4","66"
"2021-22","33212","Kettle Falls School District","35.0 - 39.9","0","66"
"2021-22","33212","Kettle Falls School District","40.0 - 44.9","0","66"
"2021-22","33212","Kettle Falls School District","45.0 - 49.9","0","66"
"2021-22","33212","Kettle Falls School District","50.0 - 54.9","0","66"
"2021-22","33212","Kettle Falls School District","55.0 - 59.9","0","66"
"2021-22","33212","Kettle Falls School District","Not Reported","4","66"
"2021-22","03052","Kiona-Benton City School District","0.0 - 4.9","15","84"
"2021-22","03052","Kiona-Benton City School District","5.0 - 9.9","14","84"
"2021-22","03052","Kiona-Benton City School District","10.0 - 14.9","7","84"
"2021-22","03052","Kiona-Benton City School District","15.0 - 19.9","16","84"
"2021-22","03052","Kiona-Benton City School District","20.0 - 24.9","13","84"
"2021-22","03052","Kiona-Benton City School District","25.0 - 29.9","13","84"
"2021-22","03052","Kiona-Benton City School District","30.0 - 34.9","5","84"
"2021-22","03052","Kiona-Benton City School District","35.0 - 39.9","1","84"
"2021-22","03052","Kiona-Benton City School District","40.0 - 44.9","0","84"
"2021-22","03052","Kiona-Benton City School District","45.0 - 49.9","0","84"
"2021-22","03052","Kiona-Benton City School District","50.0 - 54.9","0","84"
"2021-22","03052","Kiona-Benton City School District","55.0 - 59.9","0","84"
"2021-22","03052","Kiona-Benton City School District","Not Reported","0","84"
"2021-22","19403","Kittitas School District","0.0 - 4.9","10","42"
"2021-22","19403","Kittitas School District","5.0 - 9.9","9","42"
"2021-22","19403","Kittitas School District","10.0 - 14.9","3","42"
"2021-22","19403","Kittitas School District","15.0 - 19.9","7","42"
"2021-22","19403","Kittitas School District","20.0 - 24.9","6","42"
"2021-22","19403","Kittitas School District","25.0 - 29.9","3","42"
"2021-22","19403","Kittitas School District","30.0 - 34.9","3","42"
"2021-22","19403","Kittitas School District","35.0 - 39.9","0","42"
"2021-22","19403","Kittitas School District","40.0 - 44.9","0","42"
"2021-22","19403","Kittitas School District","45.0 - 49.9","0","42"
"2021-22","19403","Kittitas School District","50.0 - 54.9","0","42"
"2021-22","19403","Kittitas School District","55.0 - 59.9","0","42"
"2021-22","19403","Kittitas School District","Not Reported","1","42"
"2021-22","20402","Klickitat School District","0.0 - 4.9","3","11"
"2021-22","20402","Klickitat School District","5.0 - 9.9","1","11"
"2021-22","20402","Klickitat School District","10.0 - 14.9","0","11"
"2021-22","20402","Klickitat School District","15.0 - 19.9","3","11"
"2021-22","20402","Klickitat School District","20.0 - 24.9","2","11"
"2021-22","20402","Klickitat School District","25.0 - 29.9","0","11"
"2021-22","20402","Klickitat School District","30.0 - 34.9","0","11"
"2021-22","20402","Klickitat School District","35.0 - 39.9","1","11"
"2021-22","20402","Klickitat School District","40.0 - 44.9","0","11"
"2021-22","20402","Klickitat School District","45.0 - 49.9","0","11"
"2021-22","20402","Klickitat School District","50.0 - 54.9","0","11"
"2021-22","20402","Klickitat School District","55.0 - 59.9","0","11"
"2021-22","20402","Klickitat School District","Not Reported","1","11"
"2021-22","06101","La Center School District","0.0 - 4.9","17","103"
"2021-22","06101","La Center School District","5.0 - 9.9","20","103"
"2021-22","06101","La Center School District","10.0 - 14.9","10","103"
"2021-22","06101","La Center School District","15.0 - 19.9","15","103"
"2021-22","06101","La Center School District","20.0 - 24.9","15","103"
"2021-22","06101","La Center School District","25.0 - 29.9","13","103"
"2021-22","06101","La Center School District","30.0 - 34.9","6","103"
"2021-22","06101","La Center School District","35.0 - 39.9","2","103"
"2021-22","06101","La Center School District","40.0 - 44.9","3","103"
"2021-22","06101","La Center School District","45.0 - 49.9","0","103"
"2021-22","06101","La Center School District","50.0 - 54.9","0","103"
"2021-22","06101","La Center School District","55.0 - 59.9","0","103"
"2021-22","06101","La Center School District","Not Reported","2","103"
"2021-22","29311","La Conner School District","0.0 - 4.9","16","53"
"2021-22","29311","La Conner School District","5.0 - 9.9","9","53"
"2021-22","29311","La Conner School District","10.0 - 14.9","4","53"
"2021-22","29311","La Conner School District","15.0 - 19.9","2","53"
"2021-22","29311","La Conner School District","20.0 - 24.9","9","53"
