"schoolyear","leacode","leaname","experiencebin","teachercount","teachertotalcount"
"2022-23","18100","Bremerton School District","55.0 - 59.9","0","321"
"2022-23","18100","Bremerton School District","Not Reported","13","321"
"2022-23","24111","Brewster School District","0.0 - 4.9","15","61"
"2022-23","24111","Brewster School District","5.0 - 9.9","10","61"
"2022-23","24111","Brewster School District","10.0 - 14.9","12","61"
"2022-23","24111","Brewster School District","15.0 - 19.9","7","61"
"2022-23","24111","Brewster School District","20.0 - 24.9","6","61"
"2022-23","24111","Brewster School District","25.0 - 29.9","4","61"
"2022-23","24111","Brewster School District","30.0 - 34.9","3","61"
"2022-23","24111","Brewster School District","35.0 - 39.9","4","61"
"2022-23","24111","Brewster School District","40.0 - 44.9","0","61"
"2022-23","24111","Brewster School District","45.0 - 49.9","0","61"
"2022-23","24111","Brewster School District","50.0 - 54.9","0","61"
"2022-23","24111","Brewster School District","55.0 - 59.9","0","61"
"2022-23","24111","Brewster School District","Not Reported","0","61"
"2022-23","09075","Bridgeport School District","0.0 - 4.9","19","55"
"2022-23","09075","Bridgeport School District","5.0 - 9.9","10","55"
"2022-23","09075","Bridgeport School District","10.0 - 14.9","6","55"
"2022-23","09075","Bridgeport School District","15.0 - 19.9","5","55"
"2022-23","09075","Bridgeport School District","20.0 - 24.9","2","55"
"2022-23","09075","Bridgeport School District","25.0 - 29.9","4","55"
"2022-23","09075","Bridgeport School District","30.0 - 34.9","5","55"
"2022-23","09075","Bridgeport School District","35.0 - 39.9","1","55"
"2022-23","09075","Bridgeport School District","40.0 - 44.9","1","55"
"2022-23","09075","Bridgeport School District","45.0 - 49.9","0","55"
"2022-23","09075","Bridgeport School District","50.0 - 54.9","0","55"
"2022-23","09075","Bridgeport School District","55.0 - 59.9","0","55"
"2022-23","09075","Bridgeport School District","Not Reported","2","55"
"2022-23","16046","Brinnon School District","0.0 - 4.9","4","7"
"2022-23","16046","Brinnon School District","5.0 - 9.9","1","7"
"2022-23","16046","Brinnon School District","10.0 - 14.9","0","7"
"2022-23","16046","Brinnon School District","15.0 - 19.9","2","7"
"2022-23","16046","Brinnon School District","20.0 - 24.9","0","7"
"2022-23","16046","Brinnon School District","25.0 - 29.9","0","7"
"2022-23","16046","Brinnon School District","30.0 - 34.9","0","7"
"2022-23","16046","Brinnon School District","35.0 - 39.9","0","7"
"2022-23","16046","Brinnon School District","40.0 - 44.9","0","7"
"2022-23","16046","Brinnon School District","45.0 - 49.9","0","7"
"2022-23","16046","Brinnon School District","50.0 - 54.9","0","7"
"2022-23","16046","Brinnon School District","55.0 - 59.9","0","7"
"2022-23","16046","Brinnon School District","Not Reported","0","7"
"2022-23","29100","Burlington-Edison School District","0.0 - 4.9","50","236"
"2022-23","29100","Burlington-Edison School District","5.0 - 9.9","47","236"
"2022-23","29100","Burlington-Edison School District","10.0 - 14.9","43","236"
"2022-23","29100","Burlington-Edison School District","15.0 - 19.9","30","236"
"2022-23","29100","Burlington-Edison School District","20.0 - 24.9","27","236"
"2022-23","29100","Burlington-Edison School District","25.0 - 29.9","20","236"
"2022-23","29100","Burlington-Edison School District","30.0 - 34.9","12","236"
"2022-23","29100","Burlington-Edison School District","35.0 - 39.9","1","236"
"2022-23","29100","Burlington-Edison School District","40.0 - 44.9","0","236"
"2022-23","29100","Burlington-Edison School District","45.0 - 49.9","0","236"
"2022-23","29100","Burlington-Edison School District","50.0 - 54.9","0","236"
"2022-23","29100","Burlington-Edison School District","55.0 - 59.9","0","236"
"2022-23","29100","Burlington-Edison School District","Not Reported","6","236"
"2022-23","06117","Camas School District","0.0 - 4.9","48","452"
"2022-23","06117","Camas School District","5.0 - 9.9","91","452"
"2022-23","06117","Camas School District","10.0 - 14.9","87","452"
"2022-23","06117","Camas School District","15.0 - 19.9","79","452"
"2022-23","06117","Camas School District","20.0 - 24.9","70","452"
"2022-23","06117","Camas School District","25.0 - 29.9","31","452"
"2022-23","06117","Camas School District","30.0 - 34.9","14","452"
"2022-23","06117","Camas School District","35.0 - 39.9","9","452"
"2022-23","06117","Camas School District","40.0 - 44.9","0","452"
"2022-23","06117","Camas School District","45.0 - 49.9","0","452"
"2022-23","06117","Camas School District","50.0 - 54.9","0","452"
"2022-23","06117","Camas School District","55.0 - 59.9","0","452"
"2022-23","06117","Camas School District","Not Reported","23","452"
"2022-23","05401","Cape Flattery School District","0.0 - 4.9","20","45"
"2022-23","05401","Cape Flattery School District","5.0 - 9.9","5","45"
"2022-23","05401","Cape Flattery School District","10.0 - 14.9","2","45"
"2022-23","05401","Cape Flattery School District","15.0 - 19.9","8","45"
"2022-23","05401","Cape Flattery School District","20.0 - 24.9","3","45"
"2022-23","05401","Cape Flattery School District","25.0 - 29.9","1","45"
"2022-23","05401","Cape Flattery School District","30.0 - 34.9","3","45"
"2022-23","05401","Cape Flattery School District","35.0 - 39.9","0","45"
"2022-23","05401","Cape Flattery School District","40.0 - 44.9","0","45"
"2022-23","05401","Cape Flattery School District","45.0 - 49.9","0","45"
"2022-23","05401","Cape Flattery School District","50.0 - 54.9","0","45"
"2022-23","05401","Cape Flattery School District","55.0 - 59.9","0","45"
"2022-23","05401","Cape Flattery School District","Not Reported","3","45"
"2022-23","27019","Carbonado School District","0.0 - 4.9","0","13"
"2022-23","27019","Carbonado School District","5.0 - 9.9","1","13"
"2022-23","27019","Carbonado School District","10.0 - 14.9","5","13"
"2022-23","27019","Carbonado School District","15.0 - 19.9","2","13"
"2022-23","27019","Carbonado School District","20.0 - 24.9","1","13"
"2022-23","27019","Carbonado School District","25.0 - 29.9","3","13"
"2022-23","27019","Carbonado School District","30.0 - 34.9","1","13"
"2022-23","27019","Carbonado School District","35.0 - 39.9","0","13"
"2022-23","27019","Carbonado School District","40.0 - 44.9","0","13"
"2022-23","27019","Carbonado School District","45.0 - 49.9","0","13"
"2022-23","27019","Carbonado School District","50.0 - 54.9","0","13"
"2022-23","27019","Carbonado School District","55.0 - 59.9","0","13"
"2022-23","27019","Carbonado School District","Not Reported","0","13"
"2022-23","04228","Cascade School District","0.0 - 4.9","14","91"
"2022-23","04228","Cascade School District","5.0 - 9.9","20","91"
"2022-23","04228","Cascade School District","10.0 - 14.9","7","91"
"2022-23","04228","Cascade School District","15.0 - 19.9","20","91"
"2022-23","04228","Cascade School District","20.0 - 24.9","14","91"
"2022-23","04228","Cascade School District","25.0 - 29.9","8","91"
"2022-23","04228","Cascade School District","30.0 - 34.9","7","91"
"2022-23","04228","Cascade School District","35.0 - 39.9","1","91"
"2022-23","04228","Cascade School District","40.0 - 44.9","0","91"
"2022-23","04228","Cascade School District","45.0 - 49.9","0","91"
"2022-23","04228","Cascade School District","50.0 - 54.9","0","91"
"2022-23","04228","Cascade School District","55.0 - 59.9","0","91"
"2022-23","04228","Cascade School District","Not Reported","0","91"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","0.0 - 4.9","17","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","5.0 - 9.9","21","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","10.0 - 14.9","12","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","15.0 - 19.9","16","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","20.0 - 24.9","10","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","25.0 - 29.9","14","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","30.0 - 34.9","12","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","35.0 - 39.9","6","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","40.0 - 44.9","0","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","45.0 - 49.9","0","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","50.0 - 54.9","0","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","55.0 - 59.9","0","108"
"2022-23","04222","CASHMERE SCHOOL DISTRICT","Not Reported","0","108"
"2022-23","08401","Castle Rock School District","0.0 - 4.9","32","92"
"2022-23","08401","Castle Rock School District","5.0 - 9.9","17","92"
"2022-23","08401","Castle Rock School District","10.0 - 14.9","7","92"
"2022-23","08401","Castle Rock School District","15.0 - 19.9","17","92"
"2022-23","08401","Castle Rock School District","20.0 - 24.9","10","92"
"2022-23","08401","Castle Rock School District","25.0 - 29.9","5","92"
"2022-23","08401","Castle Rock School District","30.0 - 34.9","3","92"
"2022-23","08401","Castle Rock School District","35.0 - 39.9","0","92"
"2022-23","08401","Castle Rock School District","40.0 - 44.9","0","92"
"2022-23","08401","Castle Rock School District","45.0 - 49.9","0","92"
"2022-23","08401","Castle Rock School District","50.0 - 54.9","0","92"
"2022-23","08401","Castle Rock School District","55.0 - 59.9","0","92"
"2022-23","08401","Castle Rock School District","Not Reported","1","92"
"2022-23","18901","Catalyst Public Schools","0.0 - 4.9","29","29"
"2022-23","18901","Catalyst Public Schools","5.0 - 9.9","0","29"
"2022-23","18901","Catalyst Public Schools","10.0 - 14.9","0","29"
"2022-23","18901","Catalyst Public Schools","15.0 - 19.9","0","29"
"2022-23","18901","Catalyst Public Schools","20.0 - 24.9","0","29"
"2022-23","18901","Catalyst Public Schools","25.0 - 29.9","0","29"
"2022-23","18901","Catalyst Public Schools","30.0 - 34.9","0","29"
"2022-23","18901","Catalyst Public Schools","35.0 - 39.9","0","29"
"2022-23","18901","Catalyst Public Schools","40.0 - 44.9","0","29"
"2022-23","18901","Catalyst Public Schools","45.0 - 49.9","0","29"
"2022-23","18901","Catalyst Public Schools","50.0 - 54.9","0","29"
"2022-23","18901","Catalyst Public Schools","55.0 - 59.9","0","29"
"2022-23","18901","Catalyst Public Schools","Not Reported","0","29"
"2022-23","20215","Centerville School District","0.0 - 4.9","1","5"
"2022-23","20215","Centerville School District","5.0 - 9.9","0","5"
"2022-23","20215","Centerville School District","10.0 - 14.9","1","5"
"2022-23","20215","Centerville School District","15.0 - 19.9","1","5"
"2022-23","20215","Centerville School District","20.0 - 24.9","1","5"
"2022-23","20215","Centerville School District","25.0 - 29.9","0","5"
"2022-23","20215","Centerville School District","30.0 - 34.9","0","5"
"2022-23","20215","Centerville School District","35.0 - 39.9","1","5"
"2022-23","20215","Centerville School District","40.0 - 44.9","0","5"
"2022-23","20215","Centerville School District","45.0 - 49.9","0","5"
"2022-23","20215","Centerville School District","50.0 - 54.9","0","5"
"2022-23","20215","Centerville School District","55.0 - 59.9","0","5"
"2022-23","20215","Centerville School District","Not Reported","0","5"
"2022-23","18401","Central Kitsap School District","0.0 - 4.9","127","645"
"2022-23","18401","Central Kitsap School District","5.0 - 9.9","106","645"
"2022-23","18401","Central Kitsap School District","10.0 - 14.9","88","645"
"2022-23","18401","Central Kitsap School District","15.0 - 19.9","83","645"
"2022-23","18401","Central Kitsap School District","20.0 - 24.9","82","645"
"2022-23","18401","Central Kitsap School District","25.0 - 29.9","77","645"
"2022-23","18401","Central Kitsap School District","30.0 - 34.9","36","645"
"2022-23","18401","Central Kitsap School District","35.0 - 39.9","23","645"
"2022-23","18401","Central Kitsap School District","40.0 - 44.9","1","645"
"2022-23","18401","Central Kitsap School District","45.0 - 49.9","3","645"
"2022-23","18401","Central Kitsap School District","50.0 - 54.9","1","645"
"2022-23","18401","Central Kitsap School District","55.0 - 59.9","0","645"
"2022-23","18401","Central Kitsap School District","Not Reported","18","645"
"2022-23","32356","Central Valley School District","0.0 - 4.9","147","981"
"2022-23","32356","Central Valley School District","5.0 - 9.9","179","981"
"2022-23","32356","Central Valley School District","10.0 - 14.9","163","981"
"2022-23","32356","Central Valley School District","15.0 - 19.9","170","981"
"2022-23","32356","Central Valley School District","20.0 - 24.9","150","981"
"2022-23","32356","Central Valley School District","25.0 - 29.9","76","981"
"2022-23","32356","Central Valley School District","30.0 - 34.9","43","981"
"2022-23","32356","Central Valley School District","35.0 - 39.9","10","981"
"2022-23","32356","Central Valley School District","40.0 - 44.9","4","981"
"2022-23","32356","Central Valley School District","45.0 - 49.9","0","981"
"2022-23","32356","Central Valley School District","50.0 - 54.9","0","981"
"2022-23","32356","Central Valley School District","55.0 - 59.9","0","981"
"2022-23","32356","Central Valley School District","Not Reported","39","981"
"2022-23","21401","Centralia School District","0.0 - 4.9","73","216"
"2022-23","21401","Centralia School District","5.0 - 9.9","39","216"
"2022-23","21401","Centralia School District","10.0 - 14.9","18","216"
"2022-23","21401","Centralia School District","15.0 - 19.9","33","216"
"2022-23","21401","Centralia School District","20.0 - 24.9","31","216"
"2022-23","21401","Centralia School District","25.0 - 29.9","7","216"
"2022-23","21401","Centralia School District","30.0 - 34.9","7","216"
"2022-23","21401","Centralia School District","35.0 - 39.9","4","216"
"2022-23","21401","Centralia School District","40.0 - 44.9","1","216"
"2022-23","21401","Centralia School District","45.0 - 49.9","0","216"
"2022-23","21401","Centralia School District","50.0 - 54.9","0","216"
"2022-23","21401","Centralia School District","55.0 - 59.9","0","216"
"2022-23","21401","Centralia School District","Not Reported","3","216"
"2022-23","21302","Chehalis School District","0.0 - 4.9","25","188"
"2022-23","21302","Chehalis School District","5.0 - 9.9","34","188"
"2022-23","21302","Chehalis School District","10.0 - 14.9","20","188"
"2022-23","21302","Chehalis School District","15.0 - 19.9","39","188"
"2022-23","21302","Chehalis School District","20.0 - 24.9","23","188"
"2022-23","21302","Chehalis School District","25.0 - 29.9","17","188"
"2022-23","21302","Chehalis School District","30.0 - 34.9","12","188"
"2022-23","21302","Chehalis School District","35.0 - 39.9","7","188"
"2022-23","21302","Chehalis School District","40.0 - 44.9","0","188"
