year,districtid,meantotalsalary,meancertbasesalary,meanexperience,districtfte,districtccddd,districtnumber,nces_lea,name,meantotalsalary_cpi_adjusted,meancertbasesalary_cpi_adjusted
2018,17910,44276.103,40900.138,1.6931035,17.09,17910,106046,5300342,GREEN DOT PUBLIC SCHOOLS RAINIER VALLEY,41790.26200442554,38603.83744787027
2019,17910,51955.689,42899.178,1.5533333,28.5,17910,106046,5300342,GREEN DOT PUBLIC SCHOOLS RAINIER VALLEY,48165.322856920415,39769.51895809711
2021,17910,71639.583,44064.458,3.1916667,16,17910,106046,5300342,GREEN DOT PUBLIC SCHOOLS RAINIER VALLEY,62658.20001508236,38540.140901157894
2022,17910,68436.552,51926.034,2.0724138,18.809,17910,106046,5300342,GREEN DOT PUBLIC SCHOOLS RAINIER VALLEY,55427.60893812902,42055.53643701967
2023,17910,78529.1052631579,82682.68421052632,3.6315789473684212,,17910,106046,5300342,GREEN DOT PUBLIC SCHOOLS RAINIER VALLEY,61080.90623755798,64311.61115116066
2024,17910,86559,87745.5294117647,9.264705882352942,,17910,106046,5300342,GREEN DOT PUBLIC SCHOOLS RAINIER VALLEY,65396.09299039576,66292.5264952607
2025,17910,83385.35294117648,88736.41176470589,7.164705882352941,,17910,106046,5300342,GREEN DOT PUBLIC SCHOOLS RAINIER VALLEY,61381.4057297267,65320.413015123675
2019,17911,41095.067,47712.067,2.6666667,12,17911,106096,5300345,IMPACT PUBLIC SCHOOLS,38097.02475279995,44231.28930550836
2021,17911,55650.967,50512.967,1.94,28,17911,106096,5300345,IMPACT PUBLIC SCHOOLS,48674.06083755049,44180.206766994364
2022,17911,42379.067,45605.033,1.6033333,49.6,17911,106096,5300345,IMPACT PUBLIC SCHOOLS,34323.329919350246,36936.07963671912
2023,17911,63754.975,64114.2,3.2625,,17911,106096,5300345,IMPACT PUBLIC SCHOOLS,49589.40557266009,49868.81520644693
2024,17911,66237.42105263157,66281.8947368421,2.9473684210526314,,17911,106096,5300345,IMPACT PUBLIC SCHOOLS,50042.95967608096,50076.559939349456
2025,17911,64506.5,64235.05882352941,2.264705882352941,,17911,106096,5300345,IMPACT PUBLIC SCHOOLS,47484.3543745364,47284.541812773314
2021,17916,61678.636,52157.818,3.3636364,10,17916,106254,5300348,IMPACT | SALISH SEA ELEMENTARY,53946.04699395667,45618.84443959233
2022,17916,39669.97,42697.303,2.2121212,26.2,17916,106254,5300348,IMPACT | SALISH SEA ELEMENTARY,32129.19879054267,34581.07318727576
2023,17916,56531.846153846156,57093.5,3,,17916,106254,5300348,IMPACT | SALISH SEA ELEMENTARY,43971.16690414045,44408.02819015565
2024,17916,71383.72,70501.84,2.6,,17916,106254,5300348,IMPACT | SALISH SEA ELEMENTARY,53931.0342208248,53264.76605129453
2025,17916,66777.36,71248.12,3.44,,17916,106254,5300348,IMPACT | SALISH SEA ELEMENTARY,49155.97383885333,52446.97787974071
2022,17917,76413.571,66793.286,4.8357143,11,17917,106255,5300349,CASCADE: MIDWAY,61888.29517527353,54096.707503624784
2023,17917,63119.90476190476,60690.80952380953,4.1000000068119595,,17917,106255,5300349,CASCADE: MIDWAY,49095.44011186224,47206.05988802054
2024,17917,46751.5,46751.642857142855,0,,17917,106255,5300349,CASCADE: MIDWAY,35321.173320399816,35321.281250239554
2025,17917,73409.4,73409.4,1.1,,17917,106255,5300349,CASCADE: MIDWAY,54037.93360393281,54037.93360393281
2024,17919,64026.42857142857,65461.642857142855,2.7142857142857144,,17919,106940,5310172,?,48372.535226840366,49456.85236185481
2025,17919,55954.75,54533.916666666664,1.9166666666666667,,17919,106940,5310172,?,41189.26275551441,40143.3626755666
2015,18100,45421.14,28387.61,7.438116,359.097,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,45421.14,28387.61
2016,18100,48945.92,29702.02,7.312945,373.245,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,48333.36204020396,29330.299358667256
2017,18100,50724.927,29935.007,7.3120879,387.304,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,49044.74307636739,28943.456681648047
2018,18100,52560.56,30318.578,7.3042996,379.95,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,49609.59580158463,28616.369381506138
2019,18100,64062.683,40440.621,7.5363764,383.836,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,59389.065358666434,37490.32309049651
2021,18100,70290.197,48781.656,8.2332353,368.214,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,61477.985190471336,42665.94849826168
2022,18100,73340.095,50596.465,7.8794326,381.839,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,59399.04899278432,40978.702078265604
2023,18100,104209.16971279374,97618.71540469975,13.99921669585353,,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,81055.17696898,75929.04035623475
2024,18100,108877.71270718232,102270.4226519337,14.269889482394767,,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,82258.07859125554,77266.21229349845
2025,18100,117357.3938547486,108076.7094972067,13.905586592178775,,18100,100026,5300660,BREMERTON SCHOOL DISTRICT,86388.81474379983,79557.14189111465
2015,18303,47159.69,28464.94,8.081594,256.03,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,47159.69,28464.94
2016,18303,50368.4,29737.64,7.814153,265.658,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,49738.03970965934,29365.47357453391
2017,18303,51675.865,29476.47,7.5715847,263.789,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,49964.18274143688,28500.108003078072
2018,18303,55525.973,30494.29,7.907197,254.801,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,52408.51842179196,28782.216193212254
2019,18303,63746.342,42316.729,7.8446237,272.12,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,59095.80264401201,39229.561839393704
2021,18303,67622.985,44920.641,8.2138318,262.16,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,59145.15889556356,39288.98509339047
2022,18303,68903.873,45661.747,8.0241966,257.166,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,55806.09798936842,36982.01300597064
2023,18303,106300.02611940299,95856.33582089552,15.781716407902206,,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,82681.4708596378,74558.23978805565
2024,18303,109613.15185185186,98354.03703703704,15.969259263023183,,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,82813.70939444858,74307.34819088601
2025,18303,113848.75185185185,103110.13333333333,15.745925925925924,,18303,100017,5300330,BAINBRIDGE ISLAND SCHOOL DISTRICT,83806.0424613332,75901.15896546391
2015,18400,41369.12,25858.21,7.569067,372.175,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,41369.12,25858.21
2016,18400,44546.19,28119.07,7.640749,394.704,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,43988.69464056888,27767.159970511086
2017,18400,47515.583,27824.33,7.3851934,411.214,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,45941.70358015123,26902.692558277344
2018,18400,50739.506,27875.084,7.4778291,387.467,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,47890.78320002828,26310.063100073872
2019,18400,58140.6,35311.417,6.9514541,396.791,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,53899.02095408776,32735.31413163144
2021,18400,62016.728,38341.316,7.7073201,370.521,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,54241.75273751885,33534.50349884752
2022,18400,67318.635,40648.367,7.4731971,395.269,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,54522.19414894901,32921.61460807594
2023,18400,103138.24060150376,87214.81704260652,14.754135319500937,,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,80222.19510302636,67836.75994337951
2024,18400,111362.64690026954,95594.02156334232,15.843665761104972,,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,84135.4684359412,72222.13199646752
2025,18400,115240.2234332425,99633.9727520436,15.734877384196192,,18400,100169,5305760,NORTH KITSAP SCHOOL DISTRICT,84830.3288460053,73342.29682126518
2015,18401,48124.94,28461.54,8.517929,706.334,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,48124.94,28461.54
2016,18401,50929.18,29107.79,8.338547,705.32,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,50291.80155058306,28743.506144337025
2017,18401,54293.431,29743.05,8.2403567,738.656,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,52495.0459589519,28757.857957243566
2018,18401,53460.25,28565.561,7.5774725,734.274,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,50458.77353573982,26961.77390529153
2019,18401,62289.569,37038.613,7.4812834,796.391,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,57745.3068037154,34336.50458023046
2021,18401,65305.824,45991.103,7.9409296,737.76,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,57118.49805632964,40225.2443413616
2022,18401,66531.281,46300.609,7.6687238,798.484,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,53884.50641728376,37499.43523234801
2023,18401,108461.75853018372,102001.2782152231,16.029133874893656,,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,84362.89298015107,79337.85174167878
2024,18401,112087.57824933688,106325.98806366048,16.2860742851657,,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,84683.16050626618,80330.22796828579
2025,18401,115435.064171123,109816.7486631016,16.00922459893047,,18401,100038,5301080,CENTRAL KITSAP SCHOOL DISTRICT,84973.75449526722,80838.01492528836
2015,18402,46846,29234.57,8.500267,569.536,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,46846,29234.57
2016,18402,49377.72,30882.74,8.089626,626.683,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,48759.75806522423,30496.242653391506
2017,18402,52459.584,31186.477,7.9443265,653.83,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,50721.94227451749,30153.47369395013
2018,18402,55537.625,32529.463,7.8420641,695.686,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,52419.5162309911,30703.12628085779
2019,18402,63820.415,40302.289,7.8037566,723.292,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,59164.47173547533,37362.08293875021
2021,18402,65372.665,47155.774,7.8348733,700.662,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,57176.9592669038,41243.90170107523
2022,18402,65111.726,46705.114,7.1850448,748.435,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,52734.791285431915,37827.04882915105
2023,18402,102438.11432706223,96835.26193921853,14.460926169047049,,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,79677.62825510027,75319.66059179984
2024,18402,107998.76293103448,102204.19109195402,14.532902283883043,,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,81594.02423186078,77216.17376191502
2025,18402,114138.106685633,107855.62304409673,15.180369843527735,,18402,100244,5308160,SOUTH KITSAP SCHOOL DISTRICT,84019.04157719362,79394.39631529077
2021,18901,59555.389,49139.111,0,11.946,18901,106245,5300347,CATALYST PUBLIC SCHOOLS,52088.98935017581,42978.589721848795
2022,18901,54933.816,39569.132,0.34210526,23,18901,106245,5300347,CATALYST PUBLIC SCHOOLS,44491.57623731738,32047.52884857798
2023,18901,63828.375,65249.78125,3.6531250132247806,,18901,106245,5300347,CATALYST PUBLIC SCHOOLS,49646.496997588634,50752.08430296777
2024,18901,64118.05,66224.55,2.8999999914318324,,18901,106245,5300347,CATALYST PUBLIC SCHOOLS,48441.75602956186,50033.23548154569
2025,18901,73964.3947368421,74142.15789473684,2.7394736842105267,,18901,106245,5300347,CATALYST PUBLIC SCHOOLS,54446.47486349912,54577.32940969539
2015,18902,57044.12,44705.06,6.664706,12,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,57044.12,44705.06
2016,18902,0,34639.4,2.86,12,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,0,34205.88807106784
2017,18902,53433.667,34808.143,4.0714286,12,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,51663.7602976377,33655.177668377044
2018,18902,64273.455,42608,3.0136364,11,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,60664.881107076086,40215.81310994248
2019,18902,62857.273,35933.682,3,11,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,58271.594626540056,33312.182520915274
2021,18902,66905,40617.957,5.1565217,12,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,58517.18695806877,35525.72429002015
2022,18902,0,48704.7,3.275,13,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,0,39446.53823367507
2024,18902,161491,161491,21.799999237060547,,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,122007.8842536536,122007.8842536536
2025,18902,81257.5,78695,6.84375,,18902,105768,5300328,SUQUAMISH TRIBAL EDUCATION DEPARTMENT,59815.05624377221,57928.75551307453
2015,19007,21652.11,27581,17.5,2.5,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,21652.11,27581
2016,19007,22581,16157.22,11,3.042,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,22298.398890650038,15955.01246729501
2017,19007,27685.5,19047.375,12.625,3,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,26768.461085035553,18416.460474240273
2018,19007,25656.25,18326,10.625,3.5,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,24215.803490000973,17297.10362027802
2019,19007,26361.444,20827,10.111111,3.5,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,24438.2758784053,19307.590726803403
2021,19007,33660.25,26372.5,14.625,3.5,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,29440.2980689834,23066.20600929181
2022,19007,31998.143,23334.857,16.857143,3,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,25915.691324576528,18899.188965907615
2023,19007,43531,40456.6,20.6,,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,33858.948481800304,31467.64225836306
2024,19007,45069,44354.71428571428,23.285714285714285,,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,34050.02963278395,33510.380434050836
2025,19007,43568.857142857145,42838.857142857145,22.214285714285715,,19007,100063,5301950,DAMMAN SCHOOL DISTRICT,32071.792025066934,31534.426353492574
2015,19028,45177.29,30277,7.2625,12.067,19028,100073,5302340,EASTON SCHOOL DISTRICT,45177.29,30277
2016,19028,44416.93,28994.04,7.203571,13.17,19028,100073,5302340,EASTON SCHOOL DISTRICT,43861.05232886411,28631.17972505482
2017,19028,47982.679,31495.429,8.1714286,13.707,19028,100073,5302340,EASTON SCHOOL DISTRICT,46393.32775522395,30452.192141843214
2018,19028,54655.423,33073.962,8.8346153,12.229,19028,100073,5302340,EASTON SCHOOL DISTRICT,51586.844649193845,31217.05488634386
2019,19028,61457.538,35083.769,9.3461538,15.211,19028,100073,5302340,EASTON SCHOOL DISTRICT,56973.97564608286,32524.273923546963
2021,19028,66294.381,44757.048,10.642857,11.01,19028,100073,5302340,EASTON SCHOOL DISTRICT,57983.12065236443,39145.90158444448
2022,19028,60291.478,42629.174,5.8521739,13.211,19028,100073,5302340,EASTON SCHOOL DISTRICT,48830.81288031299,34525.89466850196
2023,19028,75505.27272727272,76487.90909090909,8.709090926430441,,19028,100073,5302340,EASTON SCHOOL DISTRICT,58728.93201114169,59493.23868943319
2024,19028,75070.69230769231,69345,6.72307692353542,,19028,100073,5302340,EASTON SCHOOL DISTRICT,56716.57453306108,52390.763160607145
2025,19028,93035,87015.27272727272,7.090909090909091,,19028,100073,5302340,EASTON SCHOOL DISTRICT,68484.6784313983,64053.452693585146
2015,19400,44041.5,30140.71,8.275,15.26,19400,100266,5308850,THORP SCHOOL DISTRICT,44041.5,30140.71
2016,19400,42119,28229.59,7.884375,15.823,19400,100266,5308850,THORP SCHOOL DISTRICT,41591.880912062756,27876.29681322818
2017,19400,45349,29019.121,7.2545454,16.239,19400,100266,5308850,THORP SCHOOL DISTRICT,43846.88525564925,28057.90797386495
2018,19400,21344.457,28081.4,7.1200001,18.56,19400,100266,5308850,THORP SCHOOL DISTRICT,20146.092133993698,26504.79567840637
2019,19400,52536.675,32298.175,6.7425,18.8,19400,100266,5308850,THORP SCHOOL DISTRICT,48703.923707066984,29941.89965538356
2021,19400,55704.762,37356.619,8.1380953,23.505,19400,100266,5308850,THORP SCHOOL DISTRICT,48721.11161211755,32673.25697846714
2022,19400,57687.848,38384.739,8.376087,23.212,19400,100266,5308850,THORP SCHOOL DISTRICT,46722.10077775731,31088.27432574554
2023,19400,81370.84,75519.48,11.448000001311302,,19400,100266,5308850,THORP SCHOOL DISTRICT,63291.24255084458,58739.98260302655
2024,19400,91787.24,77870.24,10.65599996984005,,19400,100266,5308850,THORP SCHOOL DISTRICT,69346.07472789397,58831.65766961767
2025,19400,92436.53846153847,79524.84615384616,10.703846153846152,,19400,100266,5308850,THORP SCHOOL DISTRICT,68044.14050464924,58539.61967165664
2015,19401,41867.37,28191.58,8.128392,193.999,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,41867.37,28191.58
2016,19401,44670.53,29910.98,7.992786,203.175,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,44111.47852605063,29536.64422524492
2017,19401,44638.463,29348.426,7.7455814,211.05,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,43159.88368320238,28376.305260444842
2018,19401,45131.59,29315.17,7.6416309,226.106,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,42597.71847527574,27669.296798868578
2019,19401,49303.9,34358.827,7.565625,229.704,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,45706.99200246038,31852.21921395507
2021,19401,58790.439,41714.225,8.3225225,227.56,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,51419.94036783405,36484.55426553989
2022,19401,59364.614,42151.509,7.8598655,225.94,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,48080.13427612454,34139.02788387156
2023,19401,94374.3448275862,87270.59051724138,15.298275883181084,,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,73405.5289223978,67880.14123956644
2024,19401,98520.80425531915,90424.26808510638,15.710638332430353,,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,74433.34230489527,68316.33734541864
2025,19401,102616.70168067227,94640.41176470589,15.880672268907565,,19401,100076,5302460,ELLENSBURG SCHOOL DISTRICT,75537.93536079508,69666.44989865112
2015,19403,42638.19,28026.06,7.567442,42.4,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,42638.19,28026.06
2016,19403,38238.26,25756.36,7.140206,42.5,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,37759.70835500588,25434.019275106642
2017,19403,41423.899,28593.416,7.9022472,43.5,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,40051.79709132734,27646.303786611512
2018,19403,41102.34,27287.979,7.2085107,43.4,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,38794.687002941064,25755.920569189704
2019,19403,47826.485,30978.903,6.2776699,47.5,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,44337.36007497969,28718.87359146022
2021,19403,51792.773,36331.932,7.3863636,44.95,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,45299.5647667262,31777.0339644547
2022,19403,53214.341,35685.527,6.8802198,46.152,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,43098.952192218065,28902.14918055843
2023,19403,82755.075,76055.8,13.3625,,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,64367.91759969954,59157.13891116923
2024,19403,84082.92857142857,77707.16666666667,12.026190485273089,,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,63525.39904298741,58708.45431848236
2025,19403,82998.29545454546,78950.93181818182,12.295454545454545,,19403,100120,5304050,KITTITAS SCHOOL DISTRICT,61096.48599514948,58117.15136698483
2015,19404,34205.42,23430.78,6.231469,60.3,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,34205.42,23430.78
2016,19404,36932.05,25646.94,7.121379,63.3,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,36469.845567044504,25325.968665894692
2017,19404,42605.787,28263.64,7.769853,64.8,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,41194.536898622515,27327.45110117044
2018,19404,43669.333,29631.106,7.9787879,65.03,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,41217.55854684199,27967.49486333306
2019,19404,44072.624,27574.497,6.6910828,64.852,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,40857.35758622429,25562.83202446191
2021,19404,53275.969,35488.357,8.0496123999999991,65.086,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,46596.81396525336,31039.217119851863
2022,19404,54469.865,33836.98,6.7945946,68.273,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,44115.816590711365,27404.988128088233
2023,19404,82360.13043478261,76076.26086956522,12.352173929629119,,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,64060.72484770986,59173.05362777352
2024,19404,85836.0945945946,79841.0945945946,11.993243281905716,,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,64849.93153849415,60320.655813527104
2025,19404,91720.58227848102,85509.40506329114,12.543037974683546,,19404,100046,5301350,CLE ELUM-ROSLYN SCHOOL DISTRICT,67517.11273050337,62944.95736679395
2015,20094,43665.05,29643,9.542857,10,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,43665.05,29643
2016,20094,48253.43,30842.33,9.142857,10,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,47649.538549314,30456.338384352443
2017,20094,48463.286,29657.571,9.047619,9.662,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,46858.015399539414,28675.210315514585
2018,20094,49900.3,32319.65,9.275,10,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,47098.69364743857,30505.093038367264
2019,20094,58483.636,32965.318,8.8863636,10,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,54217.03116643518,30560.372022995405
2021,20094,60514.762,37009.143,8.7571428,10.5,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,52928.08671514888,32369.343697614557
2022,20094,61481.857,39122.429,7.7571428,11,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,49794.91553849719,31685.738570255817
2023,20094,85425.09090909091,80310.36363636363,17.172727238048207,,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,66444.68889168678,62466.39096088501
2024,20094,90042.3,84657.8,15.389999961853027,,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,68027.75706592166,63959.7195111118
2025,20094,81032,76557.09090909091,13.581818181818182,,20094,100301,5310020,WISHRAM SCHOOL DISTRICT,59649.06177947081,56355.00352074398
2015,20203,43732.79,30346.71,9.458333,12.156,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,43732.79,30346.71
2016,20203,44885.71,30634.75,8.179167,12.075,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,44323.9655493574,30251.35624708123
2017,20203,50930.6,33129,8.888,12.823,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,49243.603479710015,32031.65365574553
2018,20203,46539.385,31791.654,10.119231,13.173,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,43926.47412250423,30006.740887156287
2019,20203,52116.16,41945.44,10.208,15,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,48314.086883977645,38885.35979140963
2021,20203,64557.522,49732.522,13.552174,14,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,56464.00993085177,43497.60537733007
2022,20203,56559.583,46854.917,11.054167,14,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,45808.30501553688,37948.37612953519
2023,20203,91669.85714285714,85248.57142857143,19.078571353639877,,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,71301.94505832612,66307.3898634783
2024,20203,95980.07142857143,90075.92857142857,18.049999926771438,,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,72513.7960970862,68053.163750198
2025,20203,92427.13333333333,85406,15.180000000000001,,20203,100023,5300510,BICKLETON SCHOOL DISTRICT,68037.21722652021,62868.83910476705
2015,20215,32244.87,18539,6.593333,5,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,32244.87,18539
2016,20215,34924.82,18697.18,7.841176,5.192,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,34487.73604110324,18463.184879778757
2017,20215,33889.25,22096.375,7.9125,5.385,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,32766.721562769,21364.467114838182
2018,20215,38133.294,21390.235,6.8058823,7,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,35992.33535417036,20189.29997037529
2019,20215,44566.118,24322.765,6.7764707,6.108,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,41314.849312259386,22548.326305479342
2021,20215,49133.538,29803.462,10.884616,5.092,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,42973.71540329387,26067.03172934307
2022,20215,45392.706,26313.118,8.6882353,6.107,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,36764.11337630602,21311.319343599363
2023,20215,80641,73419.85714285714,21.985714776175364,,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,62723.56400084672,57106.87005906454
2024,20215,89310.14285714286,79261,23.27142906188965,,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,67474.60584423623,59882.389197099765
2025,20215,77949.33333333333,77453.83333333333,19.016666666666666,,20215,100037,5301050,CENTERVILLE SCHOOL DISTRICT,57379.8573362198,57015.11118517172
2015,20400,39532.06,27056.92,7.127778,17.909,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,39532.06,27056.92
2016,20400,44154.3,30377.21,8.660606,18.165,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,43601.70914208534,29997.039358976275
2017,20400,45076.719,31394.688,9.0749999,18.167,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,43583.623138198076,30354.78803000967
2018,20400,44351.083,30215.444,7.9722222,19.001,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,41861.03232143134,28519.02574488201
2019,20400,46473.846,31804.256,7.0794871,19,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,43083.40126127091,29484.013934723265
2021,20400,42265.977,30887.651,7.4209302,18,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,36967.133668252514,27015.297037031312
2022,20400,47704.025,34062,7.825,17,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,38636.07918871673,27587.23460601216
2023,20400,86272.36842105263,82796.84210526316,17.621052666714316,,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,67103.71178634345,64400.404569108454
2024,20400,94006.33333333333,86752.44444444444,19.57777774665091,,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,71022.61944284022,65542.2419856171
2025,20400,90070.1052631579,80344.47368421052,16.568421052631578,,20400,100272,5309060,TROUT LAKE SCHOOL DISTRICT,66302.16795001412,59142.96172411566
2015,20401,35882.56,21754.48,6.548148,10.41,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,35882.56,21754.48
2016,20401,43189.35,27590.26,7.343478,10.6,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,42648.83548682061,27244.968025186932
2017,20401,42744.12,26141.72,7.18,11.435,20401,100093,5303030,GLENWOOD SCHOOL DISTRICT,41328.28783421249,25275.816384601894
