year,districtid,meantotalsalary,meancertbasesalary,meanexperience,districtfte,districtccddd,districtnumber,nces_lea,name,meantotalsalary_cpi_adjusted,meancertbasesalary_cpi_adjusted
2019,13144,54232.53,33956.672,5.374382,214.286,13144,100212,5307080,QUINCY SCHOOL DISTRICT,50276.05960143502,31479.40295867406
2021,13144,57472.73,37034.991,5.7835118,231.107,13144,100212,5307080,QUINCY SCHOOL DISTRICT,50267.43122936414,32391.951159665114
2022,13144,60666.117,38803.466,5.7231084,248.84,13144,100212,5307080,QUINCY SCHOOL DISTRICT,49134.237634747886,31427.40649604886
2023,13144,91731.91439688716,79840.88715953307,10.813618684209274,,13144,100212,5307080,QUINCY SCHOOL DISTRICT,71350.21395559759,62101.226369159034
2024,13144,95090.28735632185,83536.10727969349,10.981226056671462,,13144,100212,5307080,QUINCY SCHOOL DISTRICT,71841.55633079723,63112.27070227835
2025,13144,100362.74,88157.468,11.559599999999998,,13144,100212,5307080,QUINCY SCHOOL DISTRICT,73878.75504266174,64894.24246043194
2015,13146,42534.84,28064.91,6.263433,68.946,13146,100285,5309510,WARDEN SCHOOL DISTRICT,42534.84,28064.91
2016,13146,37117.35,23532.79,4.347561,72.074,13146,100285,5309510,WARDEN SCHOOL DISTRICT,36652.82653841146,23238.277243253193
2017,13146,35958.701,22453.701,4.0212644,72.822,13146,100285,5309510,WARDEN SCHOOL DISTRICT,34767.62523295332,21709.95724959
2018,13146,38416.959,23032.465,4.1005814,72.333,13146,100285,5309510,WARDEN SCHOOL DISTRICT,36260.07424418707,21739.328480597334
2019,13146,41664.665,27570.413,4.0893855,72.831,13146,100285,5309510,WARDEN SCHOOL DISTRICT,38625.0684010837,25559.045967875354
2021,13146,47138.074,32877.436,4.9619632,72,13146,100285,5309510,WARDEN SCHOOL DISTRICT,41228.420732400875,28755.624678483535
2022,13146,45168.449,29162.17,4.0539773,68.076,13146,100285,5309510,WARDEN SCHOOL DISTRICT,36582.484861508296,23618.801755927707
2023,13146,86603.74647887323,79378.9014084507,10.0690140673812,,13146,100285,5309510,WARDEN SCHOOL DISTRICT,67361.46172518581,61741.888156271125
2024,13146,91627.97183098592,84389.25352112677,10.487323933923749,,13146,100285,5309510,WARDEN SCHOOL DISTRICT,69225.74621218495,63756.83026210665
2025,13146,96766.30985915494,88823.4647887324,10.880281690140842,,13146,100285,5309510,WARDEN SCHOOL DISTRICT,71231.3603879967,65384.49425720393
2015,13151,35005.74,22901,7.214894,18.39,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,35005.74,22901
2016,13151,36210.21,23031.52,7.939583,17.89,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,35757.039391267215,22743.280634957893
2017,13151,34796.583,21660.333,7.5520833,17.186,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,33644.000575308724,20942.868324552976
2018,13151,34097.88,21129.56,6.934,17.425,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,32183.485953934593,19943.260327997472
2019,13151,35615.429,22708.857,6.8795919,17.57,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,33017.147293970556,21052.159064171723
2021,13151,40714.333,26226.857,5.8666667,17.502,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,35610.01772713652,22938.822126769817
2022,13151,44665.261,28015.717,5.6021739,19.884,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,36174.946683863694,22690.27530781056
2023,13151,69063.09523809524,63171.47619047619,10.071428604424,,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,53718.126936214074,49135.55300481515
2024,13151,74073.14285714286,67142.95238095238,11.00952384585426,,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,55962.917066701135,50727.096634139445
2025,13151,77762.42857142857,70453.95238095238,11.947619047619046,,13151,100057,5303440,COULEE-HARTLINE SCHOOL DISTRICT,57242.27349662884,51862.37730994327
2015,13156,45442.33,29106.97,6.6625,33.367,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,45442.33000000001,29106.97
2016,13156,45578.1,29395.72,6.6,35.866,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,45007.69029174688,29027.832701734165
2017,13156,46300.083,28683.653,5.8319444,38.89,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,44766.46511782038,27733.551827027266
2018,13156,43623.442,25311.13,4.9181818,36.419,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,41174.244054741255,23890.059934318866
2019,13156,50608.118,30646.684,4.2539474,36,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,46916.062313236296,28410.891237608594
2021,13156,53222.81,33465.25,4.8654762,41,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,46550.31945600138,29269.745024265914
2022,13156,54637.828,31820.462,4.0655914,43,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,44251.85189944631,25771.785287584255
2023,13156,84116.775,74518.925,9.719999996758997,,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,65427.064647726635,57961.738588457454
2024,13156,84972.15384615384,76695.92307692308,9.23589743864842,,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,64197.216632785625,57944.45080838159
2025,13156,89600.18421052632,81980.5,8.776315789473685,,13156,100241,5308070,SOAP LAKE SCHOOL DISTRICT,65956.25090613152,60347.26909383832
2015,13160,39126.28,23981.57,5.847085,97.722,13160,100226,5307620,ROYAL SCHOOL DISTRICT,39126.28,23981.57
2016,13160,40605.4,24280.31,5.969492,102.4,13160,100226,5307620,ROYAL SCHOOL DISTRICT,40097.223608981054,23976.44203395063
2017,13160,40222.17,23617.862,5.3311741,106,13160,100226,5307620,ROYAL SCHOOL DISTRICT,38889.87348614562,22835.55723605281
2018,13160,42302.016,23908.521,5.0420233,108.494,13160,100226,5307620,ROYAL SCHOOL DISTRICT,39927.008299610316,22566.19912390009
2019,13160,48825.449,30335.457,5.1192913,108.233,13160,100226,5307620,ROYAL SCHOOL DISTRICT,45263.445832064746,28122.369437102956
2021,13160,53585.225,33008.052,5.0771536,116,13160,100226,5307620,ROYAL SCHOOL DISTRICT,46867.298849341314,28869.8654809903
2022,13160,54988.576,34819.454,5.301476,120.356,13160,100226,5307620,ROYAL SCHOOL DISTRICT,44535.92703782895,28200.70595828925
2023,13160,91845.05645161291,82910.00806451614,11.850806465072017,,13160,100226,5307620,ROYAL SCHOOL DISTRICT,71438.21724066074,64488.42644740759
2024,13160,96829.6974789916,88600.40336134454,12.57899160745765,,13160,100226,5307620,ROYAL SCHOOL DISTRICT,73155.69612135104,66938.39135393269
2025,13160,101021.99159663866,90664.6806722689,12.734453781512602,,13160,100226,5307620,ROYAL SCHOOL DISTRICT,74364.04158644832,66739.84522949156
2015,13161,45534.14,28579.56,7.675965,517.468,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,45534.14,28579.56
2016,13161,48406.77,29308.91,7.525346,537.075,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,47800.95949993142,28942.10912847801
2017,13161,50575.978,29712.902,7.479929,555.864,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,48900.72777918457,28728.708562622134
2018,13161,50809.569,30155.25,7.4306828,574.515,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,47956.91257746731,28462.211281533815
2019,13161,57190.012,36444.327,7.0230704,564.301,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,53017.7819828576,33785.5740159308
2021,13161,66212.19,43871.395,8.1633552,577.454,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,57911.233855962506,38371.2820166846
2022,13161,65795.529,42725.13,7.6354398,595.655,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,53288.61178291576,34603.61061835383
2023,13161,96273.03316749586,90142.54228855722,14.402653406174919,,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,74882.3521215891,70113.98073480427
2024,13161,108001.82511923688,92976.15421303657,14.226868040220063,,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,81596.3377422345,70244.3099712926
2025,13161,114088.91505791506,101520.17567567568,16.829729729729724,,13161,100153,5305220,MOSES LAKE SCHOOL DISTRICT,83982.83076614638,74730.76353466665
2015,13165,43910.39,27311.29,7.207097,148.823,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,43910.39,27311.29
2016,13165,46143.03,28093.06,7.093808,154.667,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,45565.55019544004,27741.475485539395
2017,13165,49734.35,30401.142,7.592145,166.767,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,48086.97739121699,29394.151688343714
2018,13165,52764.287,31272.191,7.718209,168.309,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,49801.88473693596,29516.442658524807
2019,13165,55663.157,37335.16,7.8168639,169.667,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,51602.316892389776,34611.417342858855
2021,13165,60689.044,40726.203,8.1841176,171.611,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,53080.51915483838,35620.39959708933
2022,13165,61717.727,40832.67,8.003662,173.6,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,49985.94956546331,33070.8838846772
2023,13165,96618.01666666666,86488.22222222222,15.380555596244005,,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,75150.6845404514,67271.60553409568
2024,13165,101106.86559139784,89635.7258064516,15.308602175485062,,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,76387.13460394065,67720.58665303812
2025,13165,105176.51063829787,94477.68617021276,15.444680851063822,,13165,100081,5302610,EPHRATA SCHOOL DISTRICT,77422.25516848898,69546.66476390162
2015,13167,36571.55,22366.3,7.2925,15,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,36571.55,22366.3
2016,13167,38757.37,21761.63,7.365789,14,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,38272.32169578465,21489.283302366443
2017,13167,42839.615,24238.205,7.5435898,15,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,41420.61971159652,23435.352343776136
2018,13167,40490.95,22431.55,5.405,16,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,38217.62293099947,21172.151299435085
2019,13167,46348.514,26355.486,5.3189189,14.8,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,42967.21270982464,24432.752537283184
2021,13167,47493.706,28764.059,6.65,14.85,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,41539.46750367764,25157.937645555947
2022,13167,50119.882,29436.324,5.9264706,14.769,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,40592.71161880236,23840.842467458937
2023,13167,79564.93333333333,72215,16.040000025431315,,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,61886.586080981586,56169.71731899588
2024,13167,79868.9375,68981.125,12.131249986588955,,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,60341.691375756505,52115.852367542524
2025,13167,84796.4,74244.33333333333,11.713333333333333,,13167,100298,5309900,WILSON CREEK SCHOOL DISTRICT,62420.10196313454,54652.54252364033
2015,13301,33691.28,19053.19,5.565734,49.54,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,33691.28,19053.19
2016,13301,35991.82,19830.33,5.48156,49.889,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,35541.38254109543,19582.153512830442
2017,13301,33903.894,19020.695,4.7278146,50.952,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,32780.88050315763,18390.66420753934
2018,13301,38128.627,21061.179,4.8179104,50.742,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,35987.930378583995,19878.71851621867
2019,13301,40749.151,22104.685,4.3554795,50.574,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,37776.34464746298,20492.063721366987
2021,13301,43509.639,24030.293,4.5180451,46.86,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,38054.87900517272,21017.63916206818
2022,13301,42991.787,23817.693,4.3553333,52.036,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,34819.579416966226,19290.243807321167
2023,13301,75690.01851851853,69192.83333333333,11.188888887840289,,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,58872.62956525304,53819.03882619578
2024,13301,79766.90909090909,73956.94545454545,12.47818180214275,,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,60264.60800685701,55875.12889741195
2025,13301,84188.6,77360.14545454546,12.327272727272724,,13301,100095,5303130,GRAND COULEE DAM SCHOOL DISTRICT,61972.68983274702,56946.145911331696
2015,14005,41216.41,25490.19,6.913269,228.387,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,41216.41,25490.19
2016,14005,41197.61,25786.59,6.671296,232.139,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,40682.022103601834,25463.87094679808
2017,14005,42398.053,25823.488,6.4358657,242.604,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,40993.68376268353,24968.125322204138
2018,14005,42721.639,26156.334,6.3079661,251.232,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,40323.07195302361,24687.81073472667
2019,14005,51257.811,34763.05,6.7859375,256.948,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,47518.35772506081,32226.95260072997
2021,14005,58072.107,41177.521,7.8985981,201.013,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,50791.66493338277,36015.13631009346
2022,14005,60668.415,40278.415,6.5662768,232.01,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,49136.09881333766,32621.98591284479
2023,14005,99254.19665271966,91243.06276150627,14.691631781381544,,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,77201.13783434592,70969.97912668013
2024,14005,104303.3257918552,97309.52036199094,15.358371021521037,,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,78802.08866428341,73518.20656943321
2025,14005,107706.62910798122,100242.8779342723,15.922065727699543,,14005,100010,5300030,ABERDEEN SCHOOL DISTRICT,79284.71929263156,73790.52249547536
2015,14028,37999.71,23186.79,6.595926,109.614,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,37999.71,23186.79
2016,14028,41720.19,24726.57,6.517625,111.849,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,41198.06201734684,24417.117092138546
2017,14028,42073.123,25454.271,6.529368,114.213,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,40679.516561066775,24611.138058241646
2018,14028,43093.338,25764.372,6.4903346,113.269,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,40673.90225524743,24317.855079962326
2019,14028,50520.071,32544.229,6.1620301,113.66,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,46834.43867849664,30170.003075400506
2021,14028,67667.77,48203.793,9.1706897,102.861,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,59184.32924483369,42160.53160554587
2022,14028,59819.028,39358.257,6.5735178,115.989,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,48448.16978860932,31876.738580903067
2023,14028,98501.08771929824,91315.64912280702,14.85789476295835,,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,76615.36042105654,71026.43769339727
2024,14028,102605.36974789915,95618.98319327731,14.900840376605506,,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,77519.2677982365,72240.9907294984
2025,14028,108403.99099099099,100472.41441441441,14.603603603603599,,14028,100108,5303660,HOQUIAM SCHOOL DISTRICT,79798.0594797465,73959.48828287587
2015,14064,35879.36,22839.04,7.592727,44.104,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,35879.36,22839.04
2016,14064,35493.64,21845.82,6.938017,45.5,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,35049.43726146458,21572.41966491034
2017,14064,37148.47,22732.795,6.3196581,46,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,35917.984994441525,21979.80669706492
2018,14064,37169.107,23099.125,5.4303571,44.35,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,35082.28174463609,21802.24591633496
2019,14064,51231.391,32759.709,5.6572727,47.067,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,47493.86516506646,30369.76298560416
2021,14064,55389.587,35204.893,4.9619835,55.204,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,48445.44978714918,30791.290718478536
2022,14064,54324.014,34557.105,3.8216783,62.229,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,43997.690063950715,27988.226262098407
2023,14064,82267.29310344828,82426.72413793103,8.956896514214318,,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,63988.51482683194,64112.52225103427
2024,14064,88315.41071428571,85710.55357142857,9.399999980548662,,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,66723.07687885052,64755.08418091059
2025,14064,90864.51851851853,89246.27777777778,9.033333333333335,,14064,100167,5305700,NORTH BEACH SCHOOL DISTRICT,66886.94933696541,65695.73423776384
2015,14065,37837.87,24666,6.415556,20.75,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,37837.87,24666
2016,14065,38390.02,25815.78,6.636957,22.15,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,37909.56907931592,25492.69563408465
2017,14065,35659.241,21136.034,4.8965518,22.4,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,34478.08437739627,20435.935909446765
2018,14065,38245.782,23472.673,5.8109091,22.7,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,36098.50781908566,22154.82140815792
2019,14065,43837.423,26910.154,5.5769231,21.139,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,40639.3153983655,24946.95538614546
2021,14065,62664.395,43434.553,9.4473684,21.347,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,54808.222372457516,37989.20646201549
2022,14065,53305.472,34370.642,6.9245283,24.058,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,43172.76031496131,27837.207574812255
2023,14065,87659.46153846153,82032.76923076923,13.211538516558134,,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,68182.609914156,63806.099267281454
2024,14065,88176.35714285714,82614.10714285714,12.825000085202712,,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,66618.02067108716,62415.69141317257
2025,14065,101071.32,96530.6,13.760000000000002,,14065,100143,5304890,MCCLEARY SCHOOL DISTRICT,74400.35308042087,71057.85026914535
2015,14066,37864.06,24741.28,7.361458,81.517,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,37864.06,24741.280000000002
2016,14066,39661.34,24867.28,7.173232,81.8,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,39164.978515464056,24556.06610714689
2017,14066,38328.268,24399.968,6.8409091,87.505,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,37058.70402972001,23591.757197237286
2018,14066,41595.872,26512.436,7.2105505,92.567,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,39260.51010366807,25023.91971614042
2019,14066,49693.359,34923.476,7.3601732,97.365,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,46068.038479479146,32375.674910709233
2021,14066,55824.338,39934.381,8.1990476,93,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,48825.69648840032,34927.847530554514
2022,14066,57261.866,41849.774,7.9147466,98.494,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,46377.092693324856,33894.64897970137
2023,14066,106720.60396039604,98787.08910891089,17.664356458083827,,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,83008.60148955144,76837.81582793022
2024,14066,109296.69696969698,103540.19191919192,17.392929299687495,,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,82574.6249214225,78225.53424821103
2025,14066,112117.07070707071,105537.56565656565,17.28989898989899,,14066,100151,5305160,MONTESANO SCHOOL DISTRICT,82531.32191158256,77688.03403474481
2015,14068,39053.57,25305.24,7.50655,99.9,14068,100077,5302490,ELMA SCHOOL DISTRICT,39053.57,25305.24
2016,14068,39551.95,24385.07,7.146581,95.578,14068,100077,5302490,ELMA SCHOOL DISTRICT,39056.95753080226,24079.89096304077
2017,14068,40418.799,24865.262,7.1983607,98.167,14068,100077,5302490,ELMA SCHOOL DISTRICT,39079.98945785245,24041.63906074347
2018,14068,42918.324,26709.454,7.5092437,101.135,14068,100077,5302490,ELMA SCHOOL DISTRICT,40508.71425497462,25209.87632211335
2019,14068,58418.137,38132.717,8.139726,104.969,14068,100077,5302490,ELMA SCHOOL DISTRICT,54156.31056889281,35350.7895105881
2021,14068,58508.26,38733.102,7.7267716,111.711,14068,100077,5302490,ELMA SCHOOL DISTRICT,51173.13786729387,33877.17167924591
2022,14068,64047.784,42905.905,8.2353448,109.206,14068,100077,5302490,ELMA SCHOOL DISTRICT,51873.0915155655,34750.022524169755
2023,14068,102044.19266055046,93276.50458715597,15.705504595413121,,14068,100077,5302490,ELMA SCHOOL DISTRICT,79371.23112633487,72551.61524841892
2024,14068,106319.13636363637,97528.1,15.633636365763167,,14068,100077,5302490,ELMA SCHOOL DISTRICT,80325.05144808664,73683.34542654856
2025,14068,112167.66355140187,102517.77570093458,14.800934579439252,,14068,100077,5302490,ELMA SCHOOL DISTRICT,82568.56418250156,75465.11422992124
2015,14077,43732.69,26302.31,6.210417,22.933,14077,100262,5308730,TAHOLAH SCHOOL DISTRICT,43732.69,26302.31
2016,14077,43123.53,26056.55,6.885714,22.8,14077,100262,5308730,TAHOLAH SCHOOL DISTRICT,42583.83922381266,25730.452398661142
